he	1985
his	1605
have	1348
had	1249
her	1026
has	733.0
him	569.8
how	399.5
however	250.4
here	224.5
high	193.2
human	159.3
home	150.0
hand	148.8
house	144.7
history	140.5
help	129.8
himself	123.0
head	120.8
health	111.5
having	110.1
heart	85.99
half	84.92
held	79.01
higher	75.49
hard	73.07
hands	71.37
heard	64.62
hours	58.27
H.	55.29
hope	49.87
hold	49.83
historical	49.01
hear	46.35
herself	46.11
hundred	41.44
hour	40.69
hair	40.08
highly	38.87
husband	38.37
happened	37.21
h	36.62
heat	34.19
hall	32.96
happy	31.96
heavy	31.19
hot	31.19
hospital	31.17
Henry	30.70
hence	29.55
hill	28.92
holy	28.44
holding	28.30
horse	25.91
helped	25.52
happen	24.57
houses	23.58
hit	23.44
highest	23.37
hearing	22.07
heaven	21.97
hardly	21.72
huge	21.56
hotel	21.48
host	19.91
hell	18.23
household	18.08
height	17.94
housing	17.40
heads	17.26
happens	16.66
horses	16.45
hidden	16.30
humans	16.28
handle	15.99
healthy	15.94
hurt	15.88
helps	15.69
holds	15.09
honor	14.89
homes	14.81
helping	14.26
headed	14.13
hole	14.13
hypothesis	14.10
helpful	13.64
happiness	13.60
hoped	13.32
hundreds	12.96
harm	12.84
Harvard	12.19
Harry	12.09
humanity	12.08
heavily	12.02
handed	11.99
hills	11.90
healing	11.82
hat	11.76
hung	11.65
horizontal	10.81
hearts	10.81
hero	10.63
honest	10.39
HIV	10.35
hide	10.35
hate	10.26
handling	10.19
heritage	9.740
hunting	9.592
happening	9.501
ha	9.481
habit	9.391
habits	9.355
Hong	9.344
hopes	9.335
hanging	9.300
hierarchy	9.139
Howard	8.917
historic	8.910
hardware	8.910
households	8.885
honour	8.459
highway	8.277
Hebrew	8.174
hydrogen	8.172
historians	8.125
harmony	8.093
headquarters	8.023
hoping	7.986
hunt	7.960
holes	7.945
hi	7.873
heading	7.798
Hitler	7.693
Handbook	7.680
harder	7.651
hang	7.563
Harris	7.454
hired	7.420
hunter	7.336
horizon	7.244
hospitals	7.219
hungry	7.128
Helen	7.105
Hey	7.095
historian	7.080
Hamilton	7.044
horror	7.025
hostile	6.939
historically	6.847
Hindu	6.843
harbor	6.697
Hollywood	6.644
hers	6.574
hip	6.528
honey	6.521
holiday	6.517
handsome	6.510
humor	6.344
hath	6.333
HTML	6.224
heating	6.176
hormone	6.175
histories	6.126
hiding	6.112
hated	5.995
Haven	5.952
handled	5.905
hunger	5.870
harvest	5.841
horn	5.593
harsh	5.567
Harper	5.557
habitat	5.551
hire	5.543
Herbert	5.477
hybrid	5.467
hatred	5.450
ho	5.416
Holland	5.326
Harold	5.317
hint	5.244
heroes	5.226
hurry	5.160
Hans	5.145
hello	5.054
humble	5.003
highlight	4.961
hollow	4.948
heavenly	4.922
hook	4.882
heights	4.865
hypertension	4.852
heated	4.847
Harrison	4.835
hierarchical	4.805
hurried	4.776
Hopkins	4.698
Hungary	4.683
hut	4.675
husbands	4.670
hr	4.653
Hudson	4.639
Hugh	4.616
hosts	4.610
hypotheses	4.564
Hughes	4.556
hotels	4.537
heroic	4.503
horrible	4.441
highlights	4.401
hay	4.391
hostility	4.381
hazard	4.368
heavens	4.367
Houston	4.358
harmful	4.340
Hispanic	4.336
handful	4.319
holder	4.297
headache	4.242
highlighted	4.219
hood	4.200
Holocaust	4.193
happily	4.191
Holmes	4.168
Harvey	4.154
hormones	4.018
hazardous	4.011
healthcare	3.990
homogeneous	3.962
Hannah	3.879
hitherto	3.871
hiring	3.858
homeland	3.823
holidays	3.796
Hart	3.790
hesitated	3.751
Hegel	3.751
halt	3.723
heels	3.709
hammer	3.709
hits	3.701
Hungarian	3.680
heal	3.676
Herald	3.640
hoc	3.636
harassment	3.630
hardy	3.609
hull	3.580
helpless	3.549
header	3.530
hazards	3.526
humanitarian	3.525
Hawaii	3.499
hemisphere	3.483
hereafter	3.461
halfway	3.457
honesty	3.412
Heidegger	3.407
hitting	3.370
hid	3.351
herbs	3.346
Hume	3.333
heir	3.312
homework	3.295
holders	3.291
Hamlet	3.278
hunters	3.276
hips	3.262
Homer	3.242
homosexual	3.202
heterogeneous	3.195
holdings	3.193
hedge	3.192
hospitality	3.136
hypothetical	3.115
hepatitis	3.109
hop	3.095
homeless	3.094
honored	3.073
Han	3.073
homosexuality	3.043
harbour	3.002
hallway	3.000
honestly	3.000
handles	2.993
herd	2.986
hopefully	2.979
Hampshire	2.928
hepatic	2.925
hereditary	2.818
Henri	2.813
hears	2.813
heightened	2.793
Henderson	2.781
hearings	2.777
halls	2.776
humour	2.763
hints	2.761
humility	2.758
heap	2.748
hesitation	2.730
Harriet	2.715
http	2.697
holiness	2.695
hygiene	2.678
hats	2.675
housed	2.655
heel	2.636
handy	2.633
hydraulic	2.620
hegemony	2.605
Horace	2.604
hopeless	2.596
hastily	2.589
ham	2.589
horns	2.581
haired	2.578
Herman	2.578
heavier	2.530
Holt	2.521
hesitate	2.513
holistic	2.511
harmonic	2.486
Hz	2.483
hawk	2.480
haunted	2.473
hare	2.462
hug	2.441
hurricane	2.439
heirs	2.427
Hindus	2.421
herb	2.416
Hague	2.401
humanities	2.396
heterosexual	2.393
hum	2.387
honorable	2.382
hast	2.378
humiliation	2.371
humidity	2.360
helicopter	2.356
hatch	2.350
habitats	2.346
hymn	2.339
Hayes	2.317
herein	2.306
hearted	2.299
honors	2.291
hemorrhage	2.286
healed	2.265
Hoover	2.259
haste	2.250
huh	2.244
harmless	2.227
heterogeneity	2.209
happier	2.203
Heather	2.198
Heath	2.196
Hugo	2.196
hen	2.156
Hamburg	2.156
Heidelberg	2.145
hub	2.144
Hal	2.134
Holly	2.113
Howe	2.100
hugged	2.099
helmet	2.092
Hussein	2.086
hardship	2.086
homo	2.085
halted	2.076
hy	2.074
Hon	2.071
hardened	2.071
highlands	2.070
hopeful	2.063
homicide	2.057
Hoffman	2.037
histoire	2.031
harvesting	2.030
headaches	2.023
Houghton	2.010
hierarchies	2.008
hymns	1.977
honourable	1.973
hail	1.968
habitual	1.952
Hebrews	1.950
horizons	1.950
Hansen	1.948
handkerchief	1.944
headings	1.942
handler	1.934
handing	1.929
hairs	1.927
herbal	1.926
Hank	1.925
harmonious	1.918
henceforth	1.897
heroine	1.892
HP	1.887
Hobbes	1.879
hardness	1.879
hides	1.873
Huntington	1.866
heed	1.863
humane	1.860
Habermas	1.858
humorous	1.858
Heinrich	1.856
Historia	1.855
humankind	1.853
Hale	1.853
harness	1.852
hereby	1.851
hooked	1.849
hue	1.847
Harlem	1.837
Huang	1.826
hurts	1.825
highways	1.818
hooks	1.814
helper	1.812
hearth	1.811
hose	1.795
horseback	1.790
hunted	1.788
hardest	1.788
Hastings	1.785
Haiti	1.770
haul	1.761
handwriting	1.758
horrors	1.756
Harcourt	1.755
hurting	1.749
Hawkins	1.748
Helena	1.741
hinder	1.740
homage	1.734
Hyde	1.734
hourly	1.726
Hu	1.720
highland	1.713
Harding	1.711
historiography	1.697
Hampton	1.695
hockey	1.687
hangs	1.684
heresy	1.676
hiking	1.667
Hinduism	1.665
headline	1.657
Hawaiian	1.656
Hermann	1.655
highlighting	1.651
heroin	1.651
hegemonic	1.637
Hutchinson	1.628
humanism	1.620
Humphrey	1.619
hostilities	1.615
headlines	1.614
horizontally	1.610
hind	1.609
hike	1.606
heuristic	1.600
Havana	1.598
hastened	1.597
hosted	1.590
Hector	1.585
hailed	1.584
hash	1.582
harvested	1.577
hardships	1.572
handicapped	1.566
hasty	1.564
hauled	1.560
hearty	1.558
herds	1.557
hybridization	1.557
hanged	1.551
hormonal	1.535
hemoglobin	1.535
Hg	1.531
Hawthorne	1.527
het	1.526
helm	1.500
huts	1.493
Hammond	1.492
Hooker	1.490
hideous	1.486
hazel	1.465
heathen	1.454
hillside	1.434
Husserl	1.406
heartily	1.406
honoured	1.397
horrified	1.390
Harley	1.388
homestead	1.373
hypocrisy	1.370
Hanson	1.370
Heinemann	1.370
honorary	1.367
herpes	1.366
Hindi	1.364
Herr	1.354
hypotension	1.354
homogeneity	1.352
Hellenistic	1.350
http://	1.345
Helsinki	1.343
hysteria	1.341
hypothesized	1.338
hectares	1.338
hurriedly	1.331
haze	1.327
heroism	1.327
hinted	1.326
hates	1.321
Hubert	1.317
humanist	1.315
hush	1.308
hysterical	1.295
helplessness	1.293
helix	1.287
hardening	1.286
hypnosis	1.280
Highness	1.277
Hancock	1.273
hovering	1.272
hostage	1.271
Honolulu	1.267
hydrolysis	1.267
huddled	1.263
helium	1.262
humid	1.262
hostess	1.260
heparin	1.256
hairy	1.255
halves	1.251
hobby	1.243
hydrocarbons	1.243
homemade	1.243
haunt	1.242
hydrophobic	1.240
humanistic	1.237
Hartford	1.232
hallucinations	1.232
hosting	1.226
Herod	1.210
Hispanics	1.208
honours	1.206
hurled	1.206
housekeeper	1.204
heartbeat	1.199
Hanover	1.199
hometown	1.196
hack	1.195
histogram	1.192
Higgins	1.190
hospitalization	1.179
Hemingway	1.179
healthier	1.175
harp	1.175
hopelessly	1.174
halo	1.167
HarperCollins	1.165
hermeneutics	1.164
Halifax	1.163
humiliating	1.161
hybrids	1.155
Hitchcock	1.155
hedges	1.154
hinges	1.148
Huxley	1.147
Harrington	1.146
Hicks	1.145
hindered	1.143
hem	1.140
Hilton	1.140
hallmark	1.139
haunting	1.138
homosexuals	1.136
hampered	1.135
herring	1.133
HS	1.131
hasten	1.131
hurrying	1.130
heater	1.130
Hercules	1.127
havoc	1.126
heredity	1.120
H2	1.118
honeymoon	1.118
hospice	1.106
HD	1.105
HT	1.098
harmed	1.097
healer	1.094
hissed	1.084
hesitant	1.082
Howell	1.081
humbly	1.078
Hassan	1.078
http://www	1.072
HM	1.071
howling	1.069
habitation	1.069
Harmondsworth	1.065
horsemen	1.061
helicopters	1.060
housekeeping	1.058
hearsay	1.055
humming	1.055
hostages	1.055
hypoxia	1.050
hog	1.045
handicap	1.039
helpers	1.038
hither	1.034
hospitalized	1.033
Hester	1.029
Hayden	1.029
hermit	1.024
hounds	1.019
hyper	1.019
harshly	1.016
hypothalamus	1.014
HC	1.013
humiliated	1.012
Hanna	1.011
hyperplasia	1.010
Hogan	1.009
hinge	1.007
Hist	1.005
hydrocarbon	1.002
Hillary	0.9998
hugging	0.9977
Honduras	0.9946
heretofore	0.9932
Heinz	0.9895
horrid	0.9814
habitually	0.9803
happiest	0.9802
hypnotic	0.9786
hovered	0.9747
hindsight	0.9725
hypertrophy	0.9724
HL	0.9715
HF	0.9715
Hernandez	0.9689
Hoffmann	0.9682
homologous	0.9662
heaps	0.9649
hippocampus	0.9617
headers	0.9613
hound	0.9583
hydration	0.9577
heretics	0.9564
hawks	0.9563
Hirsch	0.9538
habeas	0.9530
hypersensitivity	0.9509
Hartley	0.9506
hypertext	0.9487
hopping	0.9477
Haitian	0.9477
harassed	0.9469
HLA	0.9443
Holden	0.9437
Hubbard	0.9411
Hanoi	0.9395
heck	0.9378
hydroxide	0.9326
hopelessness	0.9323
Horton	0.9209
hyperactivity	0.9206
handwritten	0.9181
Hmm	0.9153
HB	0.9142
harms	0.9089
Hess	0.9080
Hillsdale	0.9009
hedging	0.8986
honoring	0.8975
Humboldt	0.8971
Herodotus	0.8961
Hilary	0.8923
Hilda	0.8917
hobbies	0.8847
hushed	0.8776
Heller	0.8767
hauling	0.8755
hopper	0.8735
Hasan	0.8698
Honda	0.8661
horrific	0.8615
hacker	0.8586
homelessness	0.8581
handheld	0.8569
handlers	0.8546
haunts	0.8536
housewife	0.8522
hospitable	0.8491
happenings	0.8482
HPLC	0.8472
hereinafter	0.8439
hamburger	0.8437
haughty	0.8437
Harlan	0.8427
hearers	0.8381
hindrance	0.8366
Hermes	0.8281
housework	0.8276
healers	0.8274
horribly	0.8248
helplessly	0.8227
hens	0.8216
hoarse	0.8211
hitch	0.8182
howl	0.8181
heaved	0.8127
heartfelt	0.8119
helmets	0.8038
heuristics	0.8035
hues	0.8034
hateful	0.8030
homeostasis	0.8029
headlights	0.8025
hopped	0.8022
heaped	0.8006
hacking	0.7993
Hahn	0.7972
haggard	0.7928
hippocampal	0.7897
Henrietta	0.7886
Haworth	0.7882
Hannibal	0.7877
Hays	0.7862
Haynes	0.7823
hiss	0.7820
Hamiltonian	0.7810
Helene	0.7803
Herder	0.7802
Hiroshima	0.7798
helical	0.7784
halting	0.7778
hardwood	0.7775
hatched	0.7768
Hodgkin	0.7752
Halloween	0.7734
hoisted	0.7720
hostel	0.7708
hrs	0.7706
hydro	0.7692
hui	0.7689
hie	0.7677
hermeneutic	0.7664
hurricanes	0.7623
hernia	0.7590
homeowners	0.7580
hammered	0.7565
hypoglycemia	0.7563
hotter	0.7549
husbandry	0.7546
homme	0.7543
hugely	0.7537
handshake	0.7500
hunched	0.7492
HDL	0.7490
hoop	0.7490
Handel	0.7461
Hyderabad	0.7432
heralded	0.7427
headlong	0.7400
Hutton	0.7392
hating	0.7383
Haley	0.7357
Hogarth	0.7323
Hertz	0.7302
heaving	0.7259
harden	0.7244
Hayek	0.7218
homogenous	0.7195
horsepower	0.7185
Hodges	0.7172
hive	0.7163
histological	0.7163
heron	0.7117
Haas	0.7102
hottest	0.7101
Harlow	0.7098
histologic	0.7092
hectare	0.7077
hazy	0.7059
HMSO	0.7043
hypertensive	0.7038
H.R.	0.7028
hyperlink	0.7014
Hartmann	0.7014
hypothyroidism	0.6985
hemispheres	0.6985
hops	0.6977
Huber	0.6967
Horowitz	0.6965
Hawai'i	0.6957
homology	0.6950
Hewitt	0.6945
hearer	0.6920
homely	0.6901
hogs	0.6899
Herzegovina	0.6853
hemodynamic	0.6846
Hamas	0.6845
